"画像","商品名","商品ハイライト","売れ筋ランキング: 90 日平均","売れ筋ランキング: 365 日平均","売れ筋ランキング: 90日間の下落 %","売れ筋ランキング: 過去30日間の減少","売れ筋ランキング: 過去90日間の減少","売れ筋ランキング: 過去180日間の減少","売れ筋ランキング: 過去365日間の減少","月間売上トレンド: 先月の購入","レビュー: 評価","レビュー: 評価件数","Buy Box: 30 日平均","Buy Box: 90 日平均","Buy Box: 90日間の下落 %","Buy Box: Buy Box セラー","Buy Box: FBAです","Amazon: 現在価格","Amazon: 90 日平均","Amazon: 365 日平均","Amazon: 90日間の下落 %","Amazon: 在庫","Amazon: 90日間在庫切れ","Amazon: 在庫切れカウント 30 日間","Amazon: 在庫切れカウント 90 日間","新品: 90 日平均","新品: 365 日平均","新品: 90日間の下落 %","新しい、第三者FBA: 90 日平均","新しい、第三者FBA: 365 日平均","新しい、第三者FBA: 90日間の下落 %","最安の FBA セラー","新品 第三者 FBM: 90 日平均","新品 第三者 FBM: 365 日平均","新品 第三者 FBM: 90日間の下落 %","最安の FBM セラー","参考価格: 90 日平均","参考価格: 365 日平均","参考価格: 90日間の下落 %","新品アイテム数: 90 日平均","新品アイテム数: 365 日平均","新品アイテム数: 90日間の下落 %","URL: Amazon","URL: Keepa","カテゴリ: ルート","カテゴリ: サブ","カテゴリ: ツリー","ASIN","商品コード: EAN","製造者","ブランド","単位の詳細: 単位の価値","アイテム数","発売日","パッケージ: 長さ (cm)","パッケージ: 幅 (cm)","パッケージ: 高さ (cm)","パッケージ: 重さ (g)","パッケージ: 数量","商品: 長さ (cm)","商品: 幅 (cm)","商品: 高さ (cm)","商品: 重さ (g)","Buy Box: 定期おトク便","ワンタイムクーポン: 定期おトク便 %","ビジネス割引: パーセンテージ","Buy Box: % Amazon 30 日","Buy Box: % Amazon 90 日","Buy Box: % Amazon 180 日","Buy Box: % Amazon 365 日","Buy Box: % トップセラー 30 日","Buy Box: % トップセラー 90 日","Buy Box: % トップセラー 180 日","Buy Box: % トップセラー 365 日","Buy Box: 勝者数 30 日","Buy Box: 勝者数 90 日","Buy Box: 勝者数 180 日","Buy Box: 勝者数 365 日","Buy Box: 標準偏差 30 日","Buy Box: 標準偏差 90 日","Buy Box: 標準偏差 365 日","Buy Box: 変動性 30 日","Buy Box: 変動性 90 日","Buy Box: 変動性 365 日"
"https://m.media-amazon.com/images/I/71FOrQY9bUL.jpg;https://m.media-amazon.com/images/I/614mgRQoGVL.jpg;https://m.media-amazon.com/images/I/61aWNtIDNeL.jpg;https://m.media-amazon.com/images/I/51Wk1Xwz-zL.jpg","五木食品 おいしい冷し中華レモン風味 222g ×10個(常温保存商品)","","127268","137273","-54 %","2","17","19","58","","4.2","58","2,630","2,630","","-","no","","","2,134","","","100 %","1","1","2,630","2,180","","","2,149","","-","2,630","2,352","","-","1,990","2,015","0 %","1","2","","https://www.amazon.co.jp/dp/B07S2Z7RLZ","https://keepa.com/#!product/5-B07S2Z7RLZ","食品・飲料・お酒","冷麺","食品・飲料・お酒 › 麺類・パスタ › 冷麺","B07S2Z7RLZ","4901726013557","五木食品","五木食品","10","10","","24.8","18.8","8.3","2300","10","","","","2220","no","","","0 %","0 %","0 %","24 %","31 %","74 %","80 %","26 %","1","1","1","5","-","-","246","6","8","50"
"https://m.media-amazon.com/images/I/81OuN41YcxL.jpg","五木食品 鍋焼すき焼風うどん 235g×18個入","","131487","151526","-50 %","3","18","27","65","","4.4","7","3,688","3,608","-7 %","さくらコンタクト (89%) / A16SLS6TN6AOMN","no","","","","","","100 %","1","1","3,666","3,496","-5 %","","","","-","3,666","3,551","-5 %","さくらコンタクト (89%) / A16SLS6TN6AOMN; First Contact (79%) / A8A8J1IIL0YMB; ワールドファクトリー (89%) / A2WGUAQ33DDVJ3","","","","9","9","56 %","https://www.amazon.co.jp/dp/B01NAJWONN","https://keepa.com/#!product/5-B01NAJWONN","食品・飲料・お酒","うどん","食品・飲料・お酒 › 麺類・パスタ › うどん","B01NAJWONN","4901726013410","五木食品","五木食品","1","18","","55.4","37.6","13.8","4500","18","","","","235","no","","","0 %","0 %","0 %","0 %","30 %","31 %","26 %","31 %","6","7","7","10","146","99","167","8","8","22"
"https://m.media-amazon.com/images/I/71uxzxXOt0L.jpg;https://m.media-amazon.com/images/I/51VqCkhOpWL.jpg;https://m.media-amazon.com/images/I/616J2p7FCIL.jpg;https://m.media-amazon.com/images/I/51gx5988TCL.jpg","五木食品 田舎うどん 200g×5個","","131944","120455","9 %","5","11","24","59","","3.1","3","1,040","1,047","1 %","Amazon","yes","1,040","1,047","1,065","1 %","","0 %","0","0","1,047","1,065","1 %","","1,145","","-","","","","-","1,060","1,105","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B0BTYD7886?psc=1","https://keepa.com/#!product/5-B0BTYD7886","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0BTYD7886","2302060000128","五木食品","五木食品","5","5","2023-03-01","25.4","16.7","3.4","1050","5","","","","200","yes","","","100 %","100 %","100 %","100 %","100 %","100 %","100 %","100 %","1","1","1","1","-","26","45","4","4","7"
"https://m.media-amazon.com/images/I/71phopDDRKL.jpg;https://m.media-amazon.com/images/I/71ctxy3grHL.jpg;https://m.media-amazon.com/images/I/71Q53HA-VXL.jpg;https://m.media-amazon.com/images/I/714UOGdBPfL.jpg;https://m.media-amazon.com/images/I/717f4dwD0IL.jpg;https://m.media-amazon.com/images/I/71TuyHoHp2L.jpg","五木食品 1食棒状ラーメン食べ比べアソートセット(4種×各2個 計8個)(熊本もっこす/熊本赤辛/濃厚とまと)(常温保存)(即席袋麺)","","132539","135111","74 %","7","15","19","19","","","","1,567","1,574","0 %","Amazon","yes","1,577","1,574","1,575","0 %","11","0 %","0","0","1,574","1,574","0 %","","","","-","","","","-","1,460","1,460","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B0GMF6MTGF","https://keepa.com/#!product/5-B0GMF6MTGF","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0GMF6MTGF","2602090000045","五木食品","五木食品","8","8","2026-03-02","26.2","21.8","17.1","1230","","","","","","no","","","100 %","100 %","92 %","92 %","100 %","100 %","92 %","92 %","1","1","1","1","14","10","5","4","4","3"
"https://m.media-amazon.com/images/I/41DH3Zk-y-L.jpg","五木食品 ナポリ風スパゲティ 200g×30袋入","","133262","135292","22 %","6","15","33","68","","4.5","29","3,679","3,675","","-","no","","","","","","100 %","1","1","3,679","3,738","","","3,646","","-","3,679","3,710","","-","0","0","0 %","10","9","","https://www.amazon.co.jp/dp/B004ST6S28","https://keepa.com/#!product/5-B004ST6S28","食品・飲料・お酒","パスタ","食品・飲料・お酒 › 麺類・パスタ › パスタ","B004ST6S28","4901726005040","五木食品","五木食品","30","30","","45.5","39.2","13.1","6790","30","20","20","20","200","no","","","0 %","0 %","0 %","0 %","28 %","26 %","35 %","31 %","4","7","8","13","-","13","203","8","8","17"
"https://m.media-amazon.com/images/I/71Iysz1UpkL.jpg;https://m.media-amazon.com/images/I/716TKaIeeQL.jpg;https://m.media-amazon.com/images/I/61gD47FsLPL.jpg;https://m.media-amazon.com/images/I/61YIFx0qzYL.jpg","五木食品 半生麻辣冷し中華 252g(2食入)×4個 (常温保存)","","134464","155390","45 %","6","15","21","21","","5","2","1,089","1,089","0 %","Amazon","yes","1,089","1,089","1,089","0 %","","0 %","0","0","1,089","1,089","0 %","","","","-","","","","-","1,008","1,008","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B0GLNHMCZC","https://keepa.com/#!product/5-B0GLNHMCZC","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0GLNHMCZC","2601270000035","五木食品","五木食品","4","4","2026-03-02","31.3","18.5","8.4","1120","","","","","","no","","","100 %","100 %","100 %","100 %","100 %","100 %","100 %","100 %","1","1","1","1","-","-","-","","",""
"https://m.media-amazon.com/images/I/61FJUDMbqeL.jpg;https://m.media-amazon.com/images/I/51uh-DozshL.jpg;https://m.media-amazon.com/images/I/51TjHr89zVL.jpg;https://m.media-amazon.com/images/I/61o+z+rb-kL.jpg","五木食品 中華細麺 280g× 20個 (常温保存商品) (まとめ買い)","","134629","125756","-6 %","3","14","29","80","","4.6","6","4,798","4,798","0 %","Amazon","yes","4,798","4,798","4,710","0 %","1000","0 %","1","1","4,768","4,700","-1 %","","","","-","4,801","4,801","-4 %","SanLana Groceries (81%) / A3IKGNQJW3JYQ5","4,800","4,800","0 %","2","1","0 %","https://www.amazon.co.jp/dp/B0CDLJ4R3N","https://keepa.com/#!product/5-B0CDLJ4R3N","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0CDLJ4R3N","4901726009345","五木食品","五木食品","20","20","2023-09-08","31.7","22.7","12.9","6060","20","","","","280","yes","","","100 %","100 %","100 %","92 %","100 %","100 %","100 %","92 %","2","2","2","2","1","1","196","4","4","14"
"https://m.media-amazon.com/images/I/71BuFEHOqvL.jpg;https://m.media-amazon.com/images/I/61e86FLKmtL.jpg;https://m.media-amazon.com/images/I/615LXrALiVL.jpg;https://m.media-amazon.com/images/I/61SimnOEd7L.jpg","五木食品 えび味噌ラーメン 120g ×20個","","135862","123407","-41 %","3","14","35","88","","4","55","3,111","3,118","1 %","プレミアコンタクト_インボイス対応 (59%) / A1R6WV6NFQNZUO","no","3,446","3,120","3,101","-10 %","1000","0 %","0","0","3,098","3,048","0 %","","2,839","","-","3,098","3,126","","-","3,720","3,915","0 %","6","6","67 %","https://www.amazon.co.jp/dp/B07X5X2244","https://keepa.com/#!product/5-B07X5X2244","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B07X5X2244","4901726041086","五木食品","五木食品","20","20","","35.6","26","7.6","2980","1","","","","2400","yes","","","100 %","95 %","86 %","58 %","100 %","95 %","86 %","58 %","2","5","5","5","6","10","158","4","4","5"
"https://m.media-amazon.com/images/I/81q9O0jQUCL.jpg;https://m.media-amazon.com/images/I/71+n6nikVJL.jpg;https://m.media-amazon.com/images/I/71WS9-zKStL.jpg;https://m.media-amazon.com/images/I/71ZPf33Q17L.jpg","五木食品 生めん1食タイプ3種×各4個セット(五木庵カレーうどん/チャンポン/だんご汁 計12個)(セット商品)(電子レンジ調理可能)","","137579","142973","15 %","6","16","31","55","","4","23","2,412","2,403","-10 %","Amazon","yes","2,637","2,403","2,425","-10 %","","0 %","0","0","2,403","2,416","-10 %","","2,367","","-","","","","-","","","","1","1","0 %","https://www.amazon.co.jp/dp/B09CP5Y7GS","https://keepa.com/#!product/5-B09CP5Y7GS","食品・飲料・お酒","そば","食品・飲料・お酒 › 麺類・パスタ › そば","B09CP5Y7GS","2108160000118","五木食品","五木食品","2348","12","2021-08-16","26.6","21.7","17.4","2690","2274","","","","2690","yes","","","100 %","100 %","98 %","78 %","100 %","100 %","98 %","78 %","1","1","1","1","101","119","149","4","4","20"
"https://m.media-amazon.com/images/I/71WhhJoufFL.jpg;https://m.media-amazon.com/images/I/71tshZuY3BL.jpg;https://m.media-amazon.com/images/I/61mVRD503bL.jpg;https://m.media-amazon.com/images/I/61BlW7cv4QL.jpg","五木食品 五木庵チャンポン 170g×5個","","139672","132818","-50 %","3","7","21","53","","3.6","13","928","928","0 %","プレミアコンタクト_インボイス対応 (59%) / A1R6WV6NFQNZUO","no","","","","","","100 %","3","3","928","931","0 %","","","","-","928","931","","-","880","880","0 %","6","5","83 %","https://www.amazon.co.jp/dp/B09WMP14H5","https://keepa.com/#!product/5-B09WMP14H5","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B09WMP14H5","2203250000259","五木食品","五木食品","5","5","2022-04-01","24.3","18.2","8.9","930","5","","","","170","no","","","0 %","0 %","0 %","0 %","75 %","53 %","26 %","25 %","2","4","6","6","-","-","11","8","8","8"
"https://m.media-amazon.com/images/I/713gsJgsDTL.jpg;https://m.media-amazon.com/images/I/71TtSuTsNsL.jpg;https://m.media-amazon.com/images/I/71ib0ZTx1iL.jpg","【セット商品】五木食品 中華麺シリーズ2種(乾麺)×各5個 食べ比べセット(中華細麺280g/中華めん250g 各5個 計10個)","","142057","123775","15 %","5","14","30","74","","4.8","13","2,409","2,390","1 %","アイシャイン (89%) / A358ERZFRDFYD","no","2,468","2,448","2,428","-1 %","1000","0 %","0","0","2,373","2,368","0 %","","2,436","","-","2,368","2,378","0 %","アイシャイン (89%) / A358ERZFRDFYD; プレミアコンタクト_インボイス対応 (59%) / A1R6WV6NFQNZUO","2,285","2,304","0 %","5","5","40 %","https://www.amazon.co.jp/dp/B0B9GDGYGH","https://keepa.com/#!product/5-B0B9GDGYGH","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0B9GDGYGH","2207280000289","五木食品","五木食品","8","8","2022-09-01","25.8","22.1","17.2","2940","8","","","","2940","yes","","","78 %","36 %","30 %","32 %","78 %","45 %","38 %","37 %","4","5","5","5","37","36","53","4","5","19"
"https://m.media-amazon.com/images/I/81Z3tMSRLJL.jpg;https://m.media-amazon.com/images/I/81GmwkNIWPL.jpg;https://m.media-amazon.com/images/I/81ecRZBAUrL.jpg;https://m.media-amazon.com/images/I/81F7Jdf+XPL.jpg;https://m.media-amazon.com/images/I/81Ly6c4EgnL.jpg","五木食品 鍋焼うどん4種食べ比べセット(えび天/きつね/カレー/すき焼風 各種3個 計12個)(セット商品)(常温保存商品)","","143697","143697","71 %","10","14","14","14","","5","1","3,143","3,104","-3 %","Amazon","yes","3,203","3,104","3,133","-3 %","","0 %","0","0","3,104","3,133","-3 %","","","","-","","","","-","3,000","3,000","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B0GSV4CBLV","https://keepa.com/#!product/5-B0GSV4CBLV","食品・飲料・お酒","うどん","食品・飲料・お酒 › 麺類・パスタ › うどん","B0GSV4CBLV","2603170000016","五木食品","五木食品","12","12","2026-04-01","45.2","32","18.6","3450","","","","","","no","","","100 %","100 %","100 %","100 %","100 %","100 %","100 %","100 %","1","1","1","1","78","147","94","4","9","4"
"https://m.media-amazon.com/images/I/81N47CQ23aL.jpg;https://m.media-amazon.com/images/I/81or-AobT-L.jpg;https://m.media-amazon.com/images/I/81Y+GeiKp-L.jpg;https://m.media-amazon.com/images/I/81UGEU2n+KL.jpg;https://m.media-amazon.com/images/I/81cHCMd025L.jpg;https://m.media-amazon.com/images/I/81GwR8bs1AL.jpg","五木食品 1食棒状ラーメン食べ比べアソートセット(5種×各2個 計10個)(もっこす/赤辛/濃厚とまと/えび味噌/かに味噌)(常温保存)(即席袋麺)","","144359","68088","-10 %","0","4","33","112","","4.5","22","","1,620","","-","no","","","1,620","","","100 %","7","7","1,620","1,618","","","1,620","","-","1,620","1,619","","-","1,500","1,500","0 %","1","1","","https://www.amazon.co.jp/dp/B0DGPPPVR9","https://keepa.com/#!product/5-B0DGPPPVR9","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0DGPPPVR9","2409100000015","五木食品","五木食品","1","1","2024-09-10","26.3","21.7","17","1470","","","","","","no","","","0 %","0 %","32 %","62 %","0 %","9 %","32 %","62 %","0","1","2","2","-","-","2","5","6","5"
"https://m.media-amazon.com/images/I/61ofDLAiLXL.jpg","五木食品 濃厚とまとラーメン 120g×4袋","","145972","166304","25 %","3","13","24","55","","4.7","4","778","778","0 %","First Contact (79%) / A8A8J1IIL0YMB","no","","","","","","100 %","1","1","778","780","0 %","","","","-","778","780","","-","","","","6","5","67 %","https://www.amazon.co.jp/dp/B0CX8S2PBS","https://keepa.com/#!product/5-B0CX8S2PBS","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0CX8S2PBS","4901726014677","五木食品","五木食品","4","4","","","","","","4","","","","","no","","","0 %","0 %","0 %","0 %","43 %","39 %","42 %","39 %","4","5","6","6","-","-","9","8","8","8"
"https://m.media-amazon.com/images/I/61SKo65TRQL.jpg","五木食品 鍋焼きつねうどん 215g×6個","","148152","148152","-4 %","2","2","2","2","","","","1,650","1,657","0 %","First Contact (79%) / A8A8J1IIL0YMB","no","","","","","","100 %","1","1","1,657","1,657","0 %","","","","-","1,657","1,657","","-","1,738","1,738","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B0H65W8YR9","https://keepa.com/#!product/5-B0H65W8YR9","食品・飲料・お酒","うどん","食品・飲料・お酒 › 麺類・パスタ › うどん","B0H65W8YR9","4901726016091","五木食品","五木食品","6","6","","","","","","","","","","","no","","","0 %","0 %","0 %","0 %","100 %","100 %","100 %","100 %","1","1","1","1","-","44","30","8","6","3"
"https://m.media-amazon.com/images/I/81a7kNdjdGS.jpg;https://m.media-amazon.com/images/I/510ypnGX6KS.jpg;https://m.media-amazon.com/images/I/71sTg1PQKoS.jpg;https://m.media-amazon.com/images/I/61v30IjIwlS.jpg;https://m.media-amazon.com/images/I/71JD9XmGsgS.jpg","五木食品 そば&ちゃんぽん&パスタ 各3個セット(五木庵そば/五木庵チャンポン/濃厚ナポリタン/和風たらこ 計12個)(セット商品)(電子レンジ調理可能)","","151007","131192","28 %","2","11","23","66","","3.6","23","1,938","1,938","0 %","Amazon","yes","1,938","1,938","1,907","0 %","","0 %","0","0","1,938","1,936","0 %","","1,858","","-","","4,900","","-","1,794","1,813","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B09332NBK6","https://keepa.com/#!product/5-B09332NBK6","食品・飲料・お酒","パスタ","食品・飲料・お酒 › 麺類・パスタ › パスタ","B09332NBK6","2104210000077","五木食品","五木食品","1","12","","26.3","21.9","17.2","2360","1","","","","185","no","","","100 %","100 %","100 %","89 %","100 %","100 %","100 %","89 %","1","1","1","1","-","-","90","4","4","46"
"https://m.media-amazon.com/images/I/6104b03e1lL.jpg;https://m.media-amazon.com/images/I/51+JMkw3kFL.jpg;https://m.media-amazon.com/images/I/515LvvJpMyL.jpg;https://m.media-amazon.com/images/I/61csu6fF77L.jpg","五木食品 火の国熊本黒 244g×20個","","155385","193582","47 %","5","13","19","33","","4.6","4","5,938","5,971","-5 %","SanLana Groceries (81%) / A3IKGNQJW3JYQ5","no","6,280","5,971","5,563","-5 %","1","0 %","0","0","5,971","5,560","-5 %","","5,030","","-","6,280","6,280","0 %","SanLana Groceries (81%) / A3IKGNQJW3JYQ5","6,300","6,300","0 %","1","1","-100 %","https://www.amazon.co.jp/dp/B09B9LTZN9","https://keepa.com/#!product/5-B09B9LTZN9","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B09B9LTZN9","4901726041413","五木食品","五木食品","20","20","2021-08-17","35.3","23.6","10.9","5420","20","","","","4880","no","","","92 %","97 %","97 %","98 %","92 %","97 %","97 %","98 %","2","2","2","2","507","380","490","57","61","51"
"https://m.media-amazon.com/images/I/61lbDJ7fPxL.jpg;https://m.media-amazon.com/images/I/61crdGZ3ZdL.jpg;https://m.media-amazon.com/images/I/51vRL0QddsL.jpg;https://m.media-amazon.com/images/I/61GLM6IJTxL.jpg","五木食品 熊本赤辛ラーメン 120g ×20個","","155440","123889","-7 %","4","11","28","83","","4.4","45","3,586","3,448","-15 %","Amazon","yes","3,980","3,448","3,328","-15 %","1000","0 %","0","0","3,448","3,286","-15 %","","2,141","","-","3,980","3,980","0 %","SanLana Groceries (81%) / A3IKGNQJW3JYQ5","3,720","3,898","0 %","1","1","-100 %","https://www.amazon.co.jp/dp/B07X6V2KZT","https://keepa.com/#!product/5-B07X6V2KZT","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B07X6V2KZT","4901726040867","五木食品","五木食品","20","20","","35.6","26.2","8","3000","1","","","","2400","yes","","","100 %","100 %","100 %","100 %","100 %","100 %","100 %","100 %","1","1","1","1","121","132","277","4","4","10"
"https://m.media-amazon.com/images/I/61vEOoMfeOL.jpg;https://m.media-amazon.com/images/I/61I1WtVQOqL.jpg;https://m.media-amazon.com/images/I/61hDTPYTDrL.jpg","五木食品 茶そば 450g","","158311","169406","-4 %","5","9","13","40","","4.6","4","987","1,153","20 %","Amazon","yes","921","1,154","1,072","20 %","","0 %","0","0","1,151","963","20 %","","1,028","","-","1,238","1,236","","-","","","","2","2","50 %","https://www.amazon.co.jp/dp/B0B9GDDPSG","https://keepa.com/#!product/5-B0B9GDDPSG","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0B9GDDPSG","4006599000687, 4901726015094","五木食品","五木食品","1","1","2022-09-01","23.7","11","2.9","460","0","6","6","10","450","yes","","","89 %","75 %","87 %","94 %","89 %","75 %","87 %","94 %","2","2","2","2","136","142","183","57","55","73"
"https://m.media-amazon.com/images/I/511j9ZLB3NL.jpg","五木食品 鴨だしそば 228g×12／箱〔ケース〕","","164196","156663","-34 %","3","11","28","55","","4.3","11","3,399","3,399","0 %","くすりのiQ (98%) / A2NAUX3I3PG8DE","no","","","","","","100 %","1","1","3,399","3,377","0 %","","","","-","3,399","3,375","","-","","","","8","7","50 %","https://www.amazon.co.jp/dp/B005I0DLLM","https://keepa.com/#!product/5-B005I0DLLM","食品・飲料・お酒","そば","食品・飲料・お酒 › 麺類・パスタ › そば","B005I0DLLM","4901726011409","五木食品","五木食品","12","12","","30.7","27.6","12.5","3320","12","","","","228","no","","","0 %","0 %","0 %","0 %","100 %","100 %","96 %","53 %","1","1","4","5","-","-","69","8","8","8"
"https://m.media-amazon.com/images/I/51ZmF3m7AaL.jpg;https://m.media-amazon.com/images/I/51PWlZoiRfL.jpg","五木食品 濃厚とまとラーメン 120g×3袋","","166670","161196","22 %","2","9","12","43","","4.5","4","707","681","2 %","ワールドファクトリー (89%) / A2WGUAQ33DDVJ3","no","","","","","","100 %","1","1","681","673","2 %","","","","-","681","674","","-","0","0","0 %","7","5","71 %","https://www.amazon.co.jp/dp/B0CX88NPNP","https://keepa.com/#!product/5-B0CX88NPNP","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0CX88NPNP","4901726014677","五木食品","五木食品","3","3","","24.5","8.3","4.5","360","3","24.5","8.3","4.5","360","no","","","0 %","0 %","0 %","0 %","36 %","36 %","40 %","38 %","7","8","8","8","123","74","40","8","8","8"
"https://m.media-amazon.com/images/I/71QveICpdbL.jpg;https://m.media-amazon.com/images/I/71mgknFXGSL.jpg;https://m.media-amazon.com/images/I/61SKob-0mtL.jpg;https://m.media-amazon.com/images/I/61CaMc-Z3dL.jpg;https://m.media-amazon.com/images/I/611MIdy7hFL.jpg","五木食品 小倉風焼うどん 422g×6個 (常温保存商品)(生タイプ即席麵)","","166718","150438","41 %","5","8","28","62","","3.1","2","1,816","1,807","-5 %","Amazon","yes","1,899","1,807","1,824","-5 %","","0 %","0","0","1,807","1,820","-5 %","","1,932","","-","","","","-","1,944","2,016","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B0FJRMV4CS","https://keepa.com/#!product/5-B0FJRMV4CS","食品・飲料・お酒","うどん","食品・飲料・お酒 › 麺類・パスタ › うどん","B0FJRMV4CS","2507140000078","五木食品","五木食品","6","6","2025-08-18","28.5","24.2","12.7","2700","","","","","","yes","","","100 %","100 %","100 %","100 %","100 %","100 %","100 %","100 %","1","1","1","1","88","57","198","4","4","11"
"https://m.media-amazon.com/images/I/716dUaZsWkL.jpg;https://m.media-amazon.com/images/I/61NXL0S8iIL.jpg;https://m.media-amazon.com/images/I/61a5yikQQhL.jpg;https://m.media-amazon.com/images/I/71Zo4mws8XL.jpg;https://m.media-amazon.com/images/I/71jnu+9U8SL.jpg","五木食品 熊本もっこすラーメン 123g×3袋","","167376","148036","94 %","6","10","22","53","","4.2","67","840","840","0 %","ショップいぶき (93%) / AJ9U9U4Y9M5QW","no","","","","","","100 %","1","1","840","840","0 %","","","","-","840","837","0 %","ショップいぶき (93%) / AJ9U9U4Y9M5QW; ★WEBショップ　４Ｄポケッツ★　【日祭日も発送いたします】 (38%) / A2NJWGWSQODREY","0","0","0 %","7","5","43 %","https://www.amazon.co.jp/dp/B079S5HY8Q","https://keepa.com/#!product/5-B079S5HY8Q","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B079S5HY8Q","4901726003176, 4901726008270","五木食品","五木食品","3","3","","25","8.9","4","430","3","24.5","8.3","4.5","370","no","","","0 %","0 %","0 %","0 %","99 %","100 %","96 %","97 %","2","2","2","3","-","-","-","8","8","8"
"https://m.media-amazon.com/images/I/41NHf7xerzL.jpg","五木食品 中華細麺 280g×2袋","","173280","209987","-24 %","2","9","14","21","","3.2","5","628","628","0 %","ワールドファクトリー (89%) / A2WGUAQ33DDVJ3","no","","","","","","100 %","1","1","628","629","0 %","","","","-","628","629","","-","","","","6","4","67 %","https://www.amazon.co.jp/dp/B0CX8KBBCC","https://keepa.com/#!product/5-B0CX8KBBCC","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0CX8KBBCC","4901726013120","五木食品","五木食品","3","2","","","","","","2","","","","","no","","","0 %","0 %","0 %","0 %","42 %","42 %","52 %","49 %","5","5","5","6","-","-","7","8","8","8"
"https://m.media-amazon.com/images/I/714CDsjW5gL.jpg;https://m.media-amazon.com/images/I/515H85cvv7L.jpg;https://m.media-amazon.com/images/I/61R6A6FdvyL.jpg;https://m.media-amazon.com/images/I/51klx4betKL.jpg","五木食品 田舎そば 200g×5個","","173996","176053","-9 %","5","11","19","39","","2.8","2","1,450","1,432","-1 %","Amazon","yes","1,451","1,432","1,431","-1 %","1000","0 %","0","0","1,431","1,430","-1 %","","1,483","","-","","","","-","1,375","1,394","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B0BTYCBJP4","https://keepa.com/#!product/5-B0BTYCBJP4","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0BTYCBJP4","2302060000135","五木食品","五木食品","5","5","2023-03-01","25.1","16.9","3.6","1050","5","","","","200","yes","","","100 %","100 %","100 %","100 %","100 %","100 %","100 %","100 %","1","1","1","1","6","15","48","4","4","9"
"https://m.media-amazon.com/images/I/71TZt0XzpVL.jpg","五木食品 熊本赤辛ラーメン 114g×20袋","","176663","166250","36 %","1","9","18","41","","4.4","10","3,035","3,035","0 %","プレミアコンタクト_インボイス対応 (59%) / A1R6WV6NFQNZUO","no","","","","","","100 %","1","1","3,035","3,042","0 %","3,135","3,135","","-","3,035","3,072","","-","","","","7","5","57 %","https://www.amazon.co.jp/dp/B005I0DKYU","https://keepa.com/#!product/5-B005I0DKYU","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B005I0DKYU","","","五木食品","20","20","","35.9","27.5","8.6","2944","20","","","","114","no","","","0 %","0 %","0 %","0 %","96 %","73 %","50 %","37 %","2","6","6","6","-","-","85","8","8","12"
